participant_id,session_id,time_bin_min,event_family,count
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,10,Party planning,41
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,10,Visualization inspection,114
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,15,Build edits,65
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,15,Friction or blocked action,8
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,15,Navigation/process,6
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,15,Party planning,66
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,15,Saved-build workflow,8
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,15,Simulator/evaluation,4
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,15,Visualization inspection,245
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,20,Build edits,59
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,20,Friction or blocked action,11
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,20,Navigation/process,4
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,20,Party planning,60
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,20,Saved-build workflow,4
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,20,Simulator/evaluation,4
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,20,Visualization inspection,86
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,25,Build edits,74
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,25,Friction or blocked action,2
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,25,Navigation/process,4
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,25,Party planning,76
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,25,Saved-build workflow,8
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,25,Visualization inspection,319
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,30,Build edits,57
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,30,Friction or blocked action,5
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,30,Navigation/process,2
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,30,Party planning,57
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,30,Saved-build workflow,3
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,30,Visualization inspection,33
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,105,Build edits,13
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,105,Friction or blocked action,5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,105,Party planning,13
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,105,Saved-build workflow,3
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,110,Build edits,78
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,110,Friction or blocked action,11
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,110,Navigation/process,2
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,110,Party planning,78
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,110,Visualization inspection,285
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,115,Build edits,91
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,115,Friction or blocked action,1
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,115,Navigation/process,27
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,115,Party planning,97
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,115,Saved-build workflow,14
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,115,Visualization inspection,124
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,120,Build edits,53
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,120,Friction or blocked action,9
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,120,Navigation/process,15
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,120,Party planning,55
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,120,Saved-build workflow,9
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,120,Visualization inspection,45
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,125,Build edits,103
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,125,Friction or blocked action,18
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,125,Navigation/process,3
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,125,Party planning,106
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,125,Saved-build workflow,4
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,125,Visualization inspection,83
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,130,Build edits,70
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,130,Friction or blocked action,2
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,130,Navigation/process,3
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,130,Party planning,71
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,130,Saved-build workflow,4
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,130,Visualization inspection,239
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,135,Build edits,60
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,135,Navigation/process,10
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,135,Party planning,60
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,135,Saved-build workflow,3
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,135,Visualization inspection,311
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,0,Build edits,36
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,0,Friction or blocked action,6
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,0,Navigation/process,2
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,0,Party planning,37
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,0,Visualization inspection,33
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,5,Build edits,37
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,5,Friction or blocked action,2
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,5,Navigation/process,1
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,5,Party planning,37
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,5,Visualization inspection,183
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,10,Build edits,45
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,10,Friction or blocked action,1
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,10,Navigation/process,20
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,10,Party planning,49
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,10,Saved-build workflow,4
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,10,Simulator/evaluation,8
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,10,Visualization inspection,121
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,15,Build edits,63
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,15,Friction or blocked action,4
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,15,Navigation/process,9
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,15,Party planning,66
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,15,Saved-build workflow,68
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,15,Simulator/evaluation,8
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,15,Visualization inspection,121
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,20,Build edits,72
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,20,Friction or blocked action,2
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,20,Navigation/process,2
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,20,Party planning,72
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,20,Visualization inspection,194
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,25,Build edits,58
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,25,Friction or blocked action,1
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,25,Navigation/process,4
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,25,Party planning,60
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,25,Saved-build workflow,10
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,25,Visualization inspection,90
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,30,Build edits,64
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,30,Friction or blocked action,9
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,30,Navigation/process,3
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,30,Party planning,70
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,30,Saved-build workflow,6
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,30,Visualization inspection,40
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,35,Build edits,7
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,35,Navigation/process,20
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,35,Party planning,9
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,35,Saved-build workflow,9
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,35,Simulator/evaluation,12
participant-mq0zhvzs-7029a5,participant-mq0zhvzs-7029a5,35,Visualization inspection,71
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,15,Visualization inspection,106
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,20,Build edits,10
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,20,Party planning,9
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,20,Visualization inspection,44
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,25,Build edits,33
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,25,Friction or blocked action,1
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,25,Party planning,32
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,25,Visualization inspection,13
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,30,Build edits,64
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,30,Friction or blocked action,15
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,30,Navigation/process,1
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,30,Party planning,64
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,35,Build edits,28
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,35,Navigation/process,5
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,35,Party planning,28
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,35,Visualization inspection,9
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,40,Build edits,2
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,40,Friction or blocked action,2
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,40,Visualization inspection,105
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,45,Build edits,20
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,45,Friction or blocked action,3
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,45,Navigation/process,3
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,45,Party planning,20
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,45,Saved-build workflow,4
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,45,Visualization inspection,51
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,50,Build edits,36
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,50,Friction or blocked action,7
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,50,Navigation/process,1
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,50,Party planning,35
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,50,Visualization inspection,83
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,55,Build edits,4
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,55,Friction or blocked action,1
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,55,Navigation/process,1
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,55,Party planning,4
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,55,Visualization inspection,82
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,60,Build edits,45
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,60,Friction or blocked action,2
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,60,Navigation/process,3
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,60,Party planning,45
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,60,Saved-build workflow,4
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,60,Visualization inspection,152
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,65,Build edits,63
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,65,Friction or blocked action,2
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,65,Navigation/process,1
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,65,Party planning,63
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,65,Visualization inspection,329
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,70,Build edits,18
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,70,Navigation/process,3
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,70,Party planning,17
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,70,Visualization inspection,100
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,75,Build edits,33
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,75,Party planning,32
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,75,Visualization inspection,306
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,80,Build edits,24
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,80,Party planning,25
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,80,Saved-build workflow,4
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,80,Visualization inspection,718
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,85,Build edits,15
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,85,Navigation/process,1
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,85,Party planning,15
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,85,Visualization inspection,115
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,90,Build edits,47
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,90,Friction or blocked action,1
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,90,Navigation/process,1
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,90,Party planning,46
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,90,Visualization inspection,10
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,95,Build edits,9
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,95,Navigation/process,1
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,95,Party planning,8
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,95,Visualization inspection,37
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,100,Build edits,19
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,100,Navigation/process,6
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,100,Party planning,19
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,100,Saved-build workflow,3
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,100,Simulator/evaluation,20
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,100,Visualization inspection,231
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,105,Simulator/evaluation,4
participant-mq2ql73p-7cf181,participant-mq2ql73p-7cf181,105,Visualization inspection,7
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,5,Build edits,48
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,5,Friction or blocked action,1
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,5,Party planning,47
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,5,Visualization inspection,1
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,10,Build edits,65
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,10,Friction or blocked action,24
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,10,Party planning,65
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,10,Visualization inspection,41
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,15,Build edits,24
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,15,Friction or blocked action,4
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,15,Navigation/process,3
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,15,Party planning,24
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,15,Simulator/evaluation,4
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,15,Visualization inspection,222
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,20,Build edits,47
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,20,Friction or blocked action,18
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,20,Navigation/process,52
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,20,Party planning,50
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,20,Saved-build workflow,6
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,20,Visualization inspection,131
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,25,Build edits,47
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,25,Friction or blocked action,4
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,25,Navigation/process,22
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,25,Party planning,48
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,25,Saved-build workflow,5
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,25,Visualization inspection,4
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,30,Build edits,46
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,30,Navigation/process,14
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,30,Party planning,46
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,30,Saved-build workflow,4
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,30,Visualization inspection,174
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,35,Build edits,63
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,35,Friction or blocked action,18
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,35,Navigation/process,4
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,35,Party planning,63
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,35,Visualization inspection,244
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,40,Build edits,65
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,40,Friction or blocked action,10
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,40,Navigation/process,3
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,40,Party planning,67
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,40,Saved-build workflow,6
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,40,Visualization inspection,124
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,45,Build edits,10
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,45,Party planning,11
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,45,Saved-build workflow,4
participant-mq3eh42s-fb2cf2,participant-mq3eh42s-fb2cf2,45,Visualization inspection,48
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,0,Visualization inspection,25
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,5,Build edits,47
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,5,Friction or blocked action,5
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,5,Navigation/process,3
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,5,Party planning,47
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,5,Visualization inspection,75
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,10,Build edits,51
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,10,Friction or blocked action,13
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,10,Navigation/process,13
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,10,Party planning,53
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,10,Saved-build workflow,4
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,10,Simulator/evaluation,12
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,10,Visualization inspection,53
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,15,Build edits,55
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,15,Friction or blocked action,7
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,15,Navigation/process,6
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,15,Party planning,55
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,15,Visualization inspection,60
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,20,Build edits,28
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,20,Navigation/process,2
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,20,Party planning,29
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,20,Simulator/evaluation,8
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,20,Visualization inspection,289
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,25,Build edits,58
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,25,Friction or blocked action,17
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,25,Navigation/process,17
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,25,Party planning,60
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,25,Saved-build workflow,4
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,25,Visualization inspection,62
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,30,Build edits,25
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,30,Navigation/process,1
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,30,Party planning,25
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,30,Visualization inspection,159
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,35,Build edits,52
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,35,Friction or blocked action,8
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,35,Navigation/process,6
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,35,Party planning,55
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,35,Saved-build workflow,4
participant-mq3o607h-2af78e,participant-mq3o607h-2af78e,35,Visualization inspection,23
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,0,Visualization inspection,15
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,5,Build edits,59
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,5,Friction or blocked action,16
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,5,Navigation/process,3
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,5,Party planning,58
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,5,Visualization inspection,25
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,10,Build edits,39
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,10,Friction or blocked action,8
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,10,Navigation/process,1
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,10,Party planning,39
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,10,Visualization inspection,125
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,15,Build edits,60
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,15,Friction or blocked action,9
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,15,Navigation/process,2
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,15,Party planning,62
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,15,Visualization inspection,142
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,20,Build edits,26
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,20,Friction or blocked action,19
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,20,Navigation/process,3
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,20,Party planning,26
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,20,Saved-build workflow,3
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,20,Visualization inspection,159
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,25,Build edits,77
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,25,Friction or blocked action,18
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,25,Navigation/process,8
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,25,Party planning,78
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,25,Saved-build workflow,1
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,25,Visualization inspection,48
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,30,Build edits,44
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,30,Navigation/process,1
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,30,Party planning,46
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,30,Saved-build workflow,5
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,30,Visualization inspection,141
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,35,Build edits,75
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,35,Friction or blocked action,40
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,35,Navigation/process,2
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,35,Party planning,75
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,35,Visualization inspection,68
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,40,Build edits,61
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,40,Friction or blocked action,16
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,40,Navigation/process,2
participant-mq5aoq7u-493cb0,participant-mq5aoq7u-493cb0,40,Party planning,62
